genus	SRTP_A_F1_210317_ZHMW	SRTP_A_F1_210317_ZMB	SRTP_A_F1_210330_ZHMW	SRTP_A_F1_210330_ZMB	SRTP_A_F1_210415_ZHMW	SRTP_A_F1_210415_ZMB	SRTP_A_F1_210705_ZHMW	SRTP_A_F1_210705_ZMB	SRTP_A_F1_210903_ZHMW	SRTP_A_F1_210903_ZMB	SRTP_A_F1_211203_ZHMW	SRTP_A_F1_211203_ZMB	SRTP_A_F2_210316_ZHMW	SRTP_A_F2_210316_ZMB	SRTP_A_F2_210401_ZHMW	SRTP_A_F2_210401_ZMB	SRTP_A_F2_210413_ZHMW	SRTP_A_F2_210413_ZMB	SRTP_A_F2_210705_ZHMW	SRTP_A_F2_210705_ZMB	SRTP_A_F3_210317_ZHMW	SRTP_A_F3_210317_ZMB	SRTP_A_F3_210401_ZHMW	SRTP_A_F3_210401_ZMB	SRTP_A_F3_210413_ZHMW	SRTP_A_F3_210413_ZMB	SRTP_A_F3_210704_ZHMW	SRTP_A_F3_210704_ZMB	SRTP_A_F3_210803_ZHMW	SRTP_A_F3_210803_ZMB	SRTP_A_F3_211003_ZHMW	SRTP_A_F3_211003_ZMB	SRTP_A_F3_211203_ZHMW	SRTP_A_F3_211203_ZMB	SRTP_A_F4_210317_ZHMW	SRTP_A_F4_210317_ZMB	SRTP_A_F4_210330_ZHMW	SRTP_A_F4_210330_ZMB	SRTP_A_F4_210413_ZHMW	SRTP_A_F4_210413_ZMB	SRTP_A_F4_210704_ZHMW	SRTP_A_F4_210704_ZMB	SRTP_A_F4_211203_ZHMW	SRTP_A_F4_211203_ZMB	SRTP_A_M1_210317_ZHMW	SRTP_A_M1_210317_ZMB	SRTP_A_M1_210412_ZHMW	SRTP_A_M1_210412_ZMB	SRTP_A_M1_210415_ZHMW	SRTP_A_M1_210415_ZMB	SRTP_A_M1_210705_ZHMW	SRTP_A_M1_210705_ZMB	SRTP_A_M1_210903_ZHMW	SRTP_A_M1_210903_ZMB	SRTP_A_M2_210317_ZHMW	SRTP_A_M2_210317_ZMB	SRTP_A_M2_210330_ZHMW	SRTP_A_M2_210330_ZMB	SRTP_A_M2_210415_ZHMW	SRTP_A_M2_210415_ZMB	SRTP_A_M2_210704_ZHMW	SRTP_A_M2_210704_ZMB	SRTP_A_M2_210803_ZHMW	SRTP_A_M2_210803_ZMB	SRTP_A_M2_211203_ZHMW	SRTP_A_M2_211203_ZMB	SRTP_A_M3_210414_ZHMW	SRTP_A_M3_210414_ZMB	SRTP_A_M3_210903_ZHMW	SRTP_A_M3_210903_ZMB	SRTP_A_M3_211203_ZHMW	SRTP_A_M3_211203_ZMB	SRTP_A_M4_210317_ZHMW	SRTP_A_M4_210317_ZMB	SRTP_A_M4_210401_ZHMW	SRTP_A_M4_210401_ZMB	SRTP_A_M4_210704_ZHMW	SRTP_A_M4_210704_ZMB	SRTP_A_M4_210803_ZHMW	SRTP_A_M4_210803_ZMB
Clostridium	184.089668270303	103.60518816066	1110.0186985016	79.5295552492314	127.169689166992	163.31976124611	0	53.1000046299482	234.441740189967	271.721899078968	1235.07675652196	2447.93456704239	1946.33445159456	14033.5935494627	292.74471516798	93.630564287074	39.0903650508677	18.0479545319993	46.1283590489143	440.845966698569	41.0770377096444	147.152572543429	32.434425655958	0	13.2065962674773	1386.03498502599	528.0023849112	62.9840226779292	21245.4951871719	7759.94463763497	20917.8561058227	5529.98805839292	650.655595527339	397.967642531858	141.527965180217	75.2360313878099	312.124832970136	530.824550019254	20.0176248118184	16.0280070045152	98.9313412814394	19.0216016127324	6613.7614942372	3920.68849433462	434.639501717084	8911.06160189193	1312.93815159185	58.6631109231093	258.799087437802	120.01875682193	576.921974643281	491.862156096912	809.240956110121	723.885179872491	1086.8444321208	847.420710178567	239.778021109354	265.219936234216	900.804580968803	468.837634172214	150.787145206546	328.433416098879	150.397983000205	71.1367061946634	111.377985730922	36.0967162051351	283.474694028662	113.300414765608	1180.64026823405	1572.22443075658	11397.1840968909	3215.97464581496	17.0521982052053	324.133435520235	0	0	0	0	109.271792961022	196.380146531655
Colidextribacter	0	0	34.2770806976291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella	373.734741332069	691.223303925581	1184.84156279175	382.856895852251	80.1128218096229	34.0653816684945	153.342631068203	1737.89454604854	39.0735428571429	922.91948146341	46.3023529038199	24.873658355015	1675.59208061715	680.361317816446	0	179.64816468254	39.0903650508677	303.807234621988	60.16742484641	899.923911126152	217.407736166904	15.0150359279542	33.0770070999454	54.2167172308354	23.0872632635144	223.09688702075	156.126122041924	1138.9609096991	33.0367569121319	46.0840209107514	32.0345184181436	19.0438302086223	27.0353498782174	12.0177511666813	294.566414125985	147.462619516648	46.1326514520017	207.708741210534	11.0096936465001	87.141683040412	23.0987796931461	92.1026352976176	28.0619218316374	31.0736993083936	634.267529415658	14.0362362557166	201.221736371898	47.1431807530073	19.057277575945	66.164752870694	0	454.459215511968	11.0131233370526	43.1082029747404	148.455290324489	438.295516738914	161.522693103824	274.330459914551	28.0874462803299	1682.57702173886	25.0728251209638	108.154577079813	34.0887048220248	179.342703388575	26.0584565447209	183.49163960029	24.0789463559768	76.2020447124735	13.0708154506438	257.766102532097	10.0132768990867	246.690423541419	123.361027766234	489.998290324219	0	208.629374201788	16.0866688719815	127.183176166939	0	169.304346415303
Coprococcus	0	0	0	0	0	0	0	19.0629883518977	0	16.8131246158892	0	0	0	0	0	0	0	0	0	17.4064591976974	0	0	0	0	0	0	0	17.016204463563	0	0	0	0	0	0	0	0	0	0	0	12.7016031295057	0	15.538309326586	0	0	0	16.9353451457643	13.242640893024	0	0	0	0	32.5538768585405	0	12.5055607986218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1030556539864	0	0	0	0	0	17.8852755129712	0	0
Cyanothece	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.2130382487101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea	0	0	11.4088333217972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drancourtella	0	0	15.552745352087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dulcicalothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8513441392362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duncaniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.548180539129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dysosmobacter	68.8529297265409	42.6324992220274	1347.53832879199	50.750175664605	0	0	59.6364089719036	61.2980258589012	193.41420192164	54.0696129828005	20.4282784437425	29.1201739589058	25.8810583403576	0	55.0260179563903	19.624487775364	0	0	0	0	0	0	81.256293847764	44.5178760163994	49.9872525878234	0	56.0473302138341	0	0	0	0	0	0	0	180.753070283795	26.5311702354492	76.3205801597199	0	143.112806698193	45.0963363495109	25.6204916785013	178.772170012684	333.012360004203	32.6469941888687	39.6306099686917	81.2923740879263	564.171627018945	36.1235275238537	68.5446492577851	29.9153008926261	140.861801548021	112.867641770653	138.39713956383	32.7483940527534	36.6596348279375	17.3272647079267	0	0	0	0	32.629733190847	25.9999267671332	29.5650596950045	30.5654679150045	138.927259816805	30.6811581950979	313.787920938447	28.0744375288899	0	0	224.867223126811	29.3120386245546	0	0	31.236534368933	32.096826806471	0	30.0517038799129	0	0
Eisenbergiella	47.9353531375305	48.9194380491416	177.396680606778	14.0409369721433	198.470636473893	40.5412727293322	134.825987384799	26.8057354057224	85.741704838817	0	54.7827767468369	47.0709125640247	16.7383115724717	0	49.930531548391	0	57.3957370193465	14.7432288004362	24.4577255064952	0	0	0	155.059557394158	18.2250492873539	123.58194319279	0	342.6542394587	21.8303016609684	0	0	17.4927693963958	0	0	0	61.1082399964045	0	59.1420803252043	0	227.987462379647	15.7986732273566	46.936796620445	63.6663956935534	226.848838785003	20.6015939488652	10.9246258458902	76.11589393732	378.767418264965	0	136.710515328882	13.6417602523396	180.310415361374	66.3790337851967	182.016043690202	0	19.104919580182	14.9725079580942	0	0	66.2105442910368	0	108.305940596182	76.6378510503116	28.0816828193921	25.283072133679	171.140712074032	25.3401607336974	250.522680220358	0	19.3694717760148	0	157.648598367747	0	15.0385528576808	0	45.7206853522349	0	54.4976415469079	38.5421950825433	164.772562354781	48.6635076724603
Enterocloster	584.402100004056	384.84321077314	1543.20115420663	195.224769139208	1319.1748600179	305.63580385176	1253.34489933334	511.940697337935	597.908204311332	80.9771699674319	368.331142554803	362.640880477746	136.225274939608	82.0720111300131	814.435307044846	100.094973882343	404.637936870508	93.1362301467336	189.142359533723	83.8446849076729	0	0	1395.97785362309	199.493008463002	992.561899972036	88.3688966456302	2443.88623310173	301.610901537926	37.4656781746074	0	177.938565201944	0	0	0	435.148877492814	39.5769318667296	724.056821446421	26.8095996625119	1455.46395769505	124.826949957596	549.763431115791	981.750351733719	1708.96840691384	174.642914193792	112.973303201551	660.990086052957	5035.20827385014	230.167804646141	1402.99817528717	360.919612386695	2084.21314175623	801.423705861155	1796.16637927446	275.713230153188	330.390837550697	180.680959135726	77.7438990913098	0	544.055766844113	204.772683589057	1551.06362732463	1554.21539480891	701.409927718573	347.492044547816	1679.3009536059	394.226673708606	2966.89457453066	169.307719091636	195.421932320845	33.0411975958501	1974.87051828578	110.655028957887	302.142654407684	72.6332765619381	654.792047868164	261.277827700514	367.01669272998	423.973909961143	1773.69402265037	493.295163357228
Enterococcus	0	0	73.150495721933	0	0	0	0	112.12234370733	0	0	254.581297205961	208.785969470719	1165.15753257077	2312.57785876375	0	0	0	0	0	0	84.3119758296506	130.79816464276	0	0	0	13.7272041544789	0	0	72.080335595677	189.230954651185	334.360403234809	1227.82233511331	154.185790617921	126.005437634748	0	0	14.040372181044	12.0410864469875	0	0	0	0	0	0	0	0	18.0732421270089	0	0	0	29.0342303319075	66.0702184328889	0	0	0	0	0	12.5773530381623	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0308725973805	0	39.1596994557488	0	0	0	0	0	0
Erysipelatoclostridium	19.0374265021705	145.265058973379	258.855246756462	123.655120960968	217.623160577847	207.665819388141	29.0649413962688	52.0568223098545	153.291999265958	180.901681851132	35.2300520605269	21.1912776976249	1088.50734634894	872.703031551555	37.0434453741922	28.1013889670152	99.3995658583202	258.588184230781	77.1418477769191	339.439450184053	618.515378245457	62.0621485022276	63.5352373344419	132.529673068694	0	280.930624717661	262.196609307753	289.417217448365	223.921825505887	137.460924595993	530.653093221736	121.274145002626	2505.2756916721	1064.57245751519	206.775277796693	115.361912666003	117.337395076289	103.351365769529	113.926974302248	198.323255102847	23.0943516036479	235.262263064057	260.114274609538	164.389894516394	128.50510647163	131.484000566882	133.146721083463	68.207169295136	43.1341624048326	77.0514743685488	36.0424928257843	176.355488757112	106.127994421698	118.256408275289	57.1959607519159	212.181023642673	54.2947269542795	165.002737654246	262.359483065767	525.383082574151	14.0407820677378	178.262362895165	690.321665965379	127.243024874655	261.959026561599	643.089317802917	1433.58877125015	252.100472977593	93.1704177544809	101.30554162447	145.196736297811	81.2320088081986	44.0519291228184	47.1943047862494	38.1716338285475	100.342008547963	20.107781799568	346.55360321561	273.924437153809	311.997687256478
Escherichia	13.8817442994366	0	333.732143846696	0	0	0	715.636693616355	2288.14970887448	0	0	0	0	153.420460085989	17.0340830675693	0	0	15.9370271485806	0	0	0	0	0	0	0	0	0	874.706981933413	248.318716907418	0	0	0	0	0	0	66.3528553418301	0	0	0	0	0	0	0	0	0	141.271034224851	190.491777756155	144.158855908226	14.0426495860022	19.057277575945	0	98.9048480164229	47.4493908188139	257.309945121584	36.0905885369919	0	0	0	0	0	0	239.426999243051	286.411913111929	0	0	0	0	0	0	0	0	21.7177981086496	0	0	0	0	0	0	0	0	0
Eubacterium	0	0	30.0466759586399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium	12492.5644685429	2441.23361720977	12139.1524883725	2582.85520104026	6453.05090230196	3076.87837006876	5682.68183629241	2716.35086685573	1229.3139667354	562.090766408458	303.985294868733	338.959164420436	640.75603918266	478.831213219132	2756.07806994813	416.502732498892	2693.20698071069	864.26740757013	643.791445856585	261.71317372888	46.0868082072624	0	3368.78793964494	927.70815239423	3429.56546867483	251.302469334557	13786.4125960114	3682.86975441435	199.221655318617	20.0365308307615	256.276147092911	29.0657041741086	442.572399662232	0	1255.62368505046	297.935419194061	2433.95334604315	137.469070269773	10480.880638593	1332.10298113657	1500.35185273554	11211.1910049085	2810.57037269741	559.34276823907	507.013222566073	6532.24803532775	10558.9936012388	400.215523759561	4435.07952945316	1178.30789739343	13754.0626674028	10130.7654672777	7982.17241348019	994.484287547779	6101.57392736702	1121.8026461338	46.1493409116546	0	1067.32352337223	327.475990729499	4667.56348664018	8280.22728550615	604.56422384774	1556.85547683881	5441.58005845982	1121.80555478152	4830.33542126933	449.251869963816	125.680917794652	33.0972397618618	7255.38474493174	514.306215799751	472.426519667171	147.60194406345	2600.5709314357	1394.20244769779	1064.84860044219	2293.2366487426	3761.19600778165	2402.48093151427
Faecalicatena	333.822888235054	495.248692891675	1627.17044160038	414.854995192614	129.86373201863	152.012226555863	74.696689643635	94.8411586174453	279.286254951942	320.546221668572	225.704118861297	413.944516489417	21.3610397790686	62.4081952343536	321.524799885257	298.667545231502	304.028688324853	236.234377992368	19.874282144748	51.2628395441272	0	0	282.760846433484	311.303588175244	29.0757479737426	22.4131851022227	706.413522419967	395.666641958756	91.2126132978614	128.882347515795	290.419088814009	74.8693170056067	0	0	503.220030098198	88.0558983037133	232.897875579954	259.841989991633	207.178755245961	170.986809594359	97.0903667860117	407.682677116237	298.833572733982	303.004907671341	221.884569697193	436.855246244944	1088.47704484206	525.6838327274	396.008116639017	644.341318716751	430.483292984771	958.883578132439	894.145725907561	291.831801328193	189.009212761545	226.561150177081	0	0	48.535067048667	580.80351930081	108.406743722226	956.445683984991	77.9705106055864	304.320204709294	342.102460509523	348.613820258764	1000.9530099632	228.399584003716	93.7070945511013	145.536994421487	345.939903298647	243.667854240696	382.46737200222	77.4430369275058	77.1929684807373	380.915785628944	52.5962836220055	593.747533285075	198.566640314689	138.403396748362
Faecalimonas	570.551949547386	3708.69406784689	3425.39230502522	1922.03065645059	762.752655307329	2269.47806038042	349.640567419895	3795.89414186271	1168.60836839564	3304.1846516002	1630.20048906296	3001.56555054194	1753.14461460726	2501.93433118986	303.367309897501	1285.21480873038	705.233270413025	2421.56550476061	648.962524343972	10996.4674980357	345.307463843582	179.429578593291	428.884244854213	2298.04038582832	104.661232295981	1008.47634965995	2842.11226557981	5373.69661737734	650.909828729579	2189.89459497804	2440.23178790094	1221.16875073196	4183.17784913451	4225.52871941382	2517.09628897062	1478.8544013788	534.000534455216	1599.1544941385	623.261968054349	3870.58476415093	273.654857039165	5291.50133170682	502.004965907442	1837.46099551068	2797.52731801159	3710.11302093484	1802.17363646797	1497.89485333161	474.423196123262	2250.58941382544	585.964589420026	4161.56167513172	1894.81533160006	2656.48494400084	552.351316686496	1283.50579540068	765.510904536922	550.687220049902	261.102757809753	4279.64816348468	175.046855097376	4391.79352660833	504.798084135784	2327.63771909375	715.946284263758	2096.52262014795	1846.29523982864	2055.01250148678	852.419349495996	1776.17682771674	1160.01724452078	2201.94874415077	943.604509669559	2035.62341433186	192.593845489684	3339.61195684722	178.739985003696	8904.99181924651	858.065025731766	3390.66877255954
Falcatimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.1602474692389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3128281942982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavonifractor	0	0	72.7144812485342	0	43.0606416529255	0	0	0	0	0	0	0	0	0	19.8418373298918	0	0	0	0	0	0	0	24.2666289995571	0	0	0	16.0129356033476	0	0	0	0	0	0	0	0	0	21.6241926565008	0	60.0528761681095	0	0	0	0	0	0	0	91.3208654812289	0	33.1843684900779	0	43.3665801816588	0	15.6147820381803	0	0	0	0	0	0	0	15.0436950725782	11.0262218211487	0	0	0	0	15.0636590983347	0	0	0	36.924387832379	0	0	0	15.0677502093847	0	0	0	0	0
Flintibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1116426066237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6620503009874	0	11.4024042453901	0	15.8278724675662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fournierella	216.135191265384	36.0640323229324	463.60626248919	39.0874483200378	682.873447273275	265.541151276345	867.943726684637	737.86551394156	129.951226552709	46.142786477543	0	0	0	12.0240586360087	36.0857394025522	0	225.327196194927	40.086623382217	0	15.0186196311646	0	0	221.294515714154	39.1566380965103	303.554898297395	31.0412915319541	901.275505568138	56.3189940674318	0	0	0	0	0	0	176.047797006095	38.1195888985275	377.053145686436	12.0410864469875	1902.58029118375	402.659736669739	94.1508605686885	539.1394748742	208.910672854549	15.0356609556811	39.1695105822204	234.400894212405	575.865792036003	0	432.214476195246	97.4124187619684	1090.41251092197	558.251405064787	415.019070499677	58.5877891538116	77.0765775421595	0	0	0	204.577650991114	20.0283019489787	160.470580760358	188.70430439163	20.3552514593341	58.7219890927685	259.550628257632	87.6960798086558	1944.11920446926	119.435054688685	33.1921636644914	0	749.957525761332	25.0649152517098	19.0575437295259	0	291.22501441447	84.4526793028052	58.1981520856297	41.0591886060781	66.7123577042806	115.543465278769
Fusicatenibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1777057750217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	14724.9820560754	657.163132557445	6771.54492802432	593.32692923471	17746.3492050804	2432.66902032661	16279.5850666535	10532.4477562848	3781.4578185375	1371.29614447005	808.708058139896	214.099179431072	336.923363326094	295.591048004483	3123.4198282355	1309.75796376035	12997.9941486636	1988.28299094759	29786.0471177705	4583.69755857122	58.1089801736426	0	6173.24510988051	1001.00124220635	10089.4519621808	2307.84320484593	13456.7650771414	5325.56523202087	547.384643099629	23.0420104553757	10365.0966632927	84.1903155387974	35599.6245229437	1932.86836547029	1496.92448230045	130.409119300437	8219.74179835734	117.400592858128	31919.173340979	2433.95913012856	575.460883536392	7053.48043051396	10215.4187191469	1057.88414422882	23433.792383817	7921.67400236087	6395.97940034076	134.408217466021	5976.90806202197	1618.02727245959	8499.110764331	6909.32272206684	8418.44036960411	1696.25756725465	2291.27714443812	241.405994524941	17651.1897461539	12.1474742397587	8207.67269526681	231.335772546805	2909.31345493171	1282.83343389103	588.531462662605	2044.90762664231	18813.5691831894	3648.82953746859	48425.1302550308	2754.39330349355	497.426695443212	71.2092128209756	10135.2002602212	867.066810076015	2752.29133733317	58.2375017393206	5967.84049446486	1665.03812277082	11537.0994734113	4373.27854381599	10216.3888490439	9039.24846755671
Geitlerinema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3874971398267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella	0	0	0	0	0	0	0	0	0	0	0	183.944365426696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Globicatella	0	0	0	0	0	0	0	0	0	0	35.033522237648	136.967423981861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella	0	0	0	0	0	0	0	0	0	0	0	55.2838256908491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter	124.244257172055	0	248.385854591423	19.0425872558437	311.438594784909	46.0881645757811	44.0985344248426	49.0535253719568	0	0	124.815038262471	85.4386396790664	97.2665661983068	119.238581472985	87.2071652776275	0	177.410118307784	52.1385353146646	186.519017023875	95.1179155972567	0	0	210.490045181471	35.1404648718378	0	548.674359249223	524.423640704808	86.1105227985401	0	0	124.133758870306	0	1932.52753122053	26.0384608611429	0	0	120.346047266091	17.0582057998989	310.273184583186	0	0	21.0234276222823	0	24.0570575290789	45.0901087262316	152.393422204924	439.484289886883	0	149.449176779779	80.199700449326	981.156736143247	263.279203297954	91.1085657883443	0	0	0	0	0	250.780770360089	0	22.0640861064481	41.0586820395587	0	10.019145647439	0	0	55.1809187324467	0	34.1852096401453	0	55.0730229449766	0	0	35.1433200151072	129.582651682196	95.2874545633166	0	0	45.1071912816634	67.1206580463033
Herbinix	0	0	0	0	0	0	0	0	0	0	0	18.3948313386914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemanella	226.44517839423	405.718092508786	730.134226109915	110.24655779699	14.3181033683319	11.0211528927482	39.0873373311105	40.0437088292046	175.330000000001	230.45957822822	192.25542188106	158.815353756382	142.39023092948	137.274669426882	19.0452429916658	53.1919146825397	22.050975156914	128.341010005328	0	102.126604114949	123.231112216005	32.0320766463022	32.0746735514622	124.497646974787	0	776.992326651886	702.567549188626	638.205251112173	0	0	41.0442267232464	111.251488390554	38.0497516804541	49.0724839306155	855.549162579089	78.2454715802623	28.080744362088	42.1438025644561	0	10.0162853574083	33.1417273858184	251.280013664311	77.2854180783516	98.2329849104055	242.484584705512	112.289890045733	459.50635320747	129.39298547102	62.1869057741362	152.379430853719	24.0283285505442	342.363859152243	51.0608445626985	146.367385743276	284.154069273882	707.122477391833	35.1136289356139	228.31025063196	146.462709176316	2077.66769164761	93.2709094499852	861.230891587316	289.753990987211	208.398229466732	154.346242611039	371.037202873656	47.1546196229197	51.1355826360019	58.3159458567184	142.418411657902	118.156667409223	81.2273335014799	170.514864948387	341.392251575328	16.0722668753112	62.187601925533	49.2619345312166	589.849497458235	15.0373739010655	182.327757678018
Howardella	94.1851626949451	38.4306695045421	511.504174460815	23.0515529939161	0	0	0	0	58.1093714285714	21.1045491992872	0	0	0	0	0	0	0	0	0	0	0	0	31.072340002979	17.1202891997268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1030744624134	0	0	0	27.054065235739	24.062436911694	155.321448942707	22.0670275048815	38.1145618147799	81.2021814256718	70.9901830852168	142.151207330868	89.1061797271624	24.0653981250282	92.2830189413737	42.1245360982954	0	0	0	83.1206455557508	0	0	233.607889077602	65.1244467120063	34.5585646847562	53.1423874253241	0	0	0	0	59.0803108186485	15.042098996428	0	0	0	0	0	0	15.0373739010655	16.0288138618161
Hungateiclostridium	245.117757943408	118.559965270539	7422.04684157545	202.987090069939	0	0	0	0	720.606095029843	122.738831086532	54.3566188402881	39.5755144583676	0	0	256.828874705608	44.9097744658725	0	0	0	0	640.880970837235	0	41.7779832456226	13.0551876852392	0	0	1967.10742714793	250.492180604221	0	0	58.0625646328852	0	0	0	476.464805029997	0	108.049955823475	18.0616296704812	0	0	114.182368471025	0	265.209348018951	43.102228072933	353.000808668384	47.1213092709757	911.997156570967	42.901036638181	398.86930438256	79.1561910605059	146.260958969605	72.7926606691834	46.1934528726123	0	265.691974766844	28.7450499871078	19.0616842793333	0	0	53.7390232328942	36.6578221537748	42.8776531643004	80.5272005379264	0	311.994299255504	27.0725369902564	443.836896767768	19.0505111781184	0	0	470.774845377948	25.0690721530224	407.701870667138	28.1146560120858	30.1355003912085	25.0756460006153	0	0	0	0
Hungatella	105.553708626145	139.246308134234	307.173956577517	179.199187051473	158.913946642675	55.5287537244161	161.009455806029	75.8153112250829	178.151439072486	50.9929792915615	83.4754871221321	80.018826033934	17.1052190490041	73.9992661362009	432.862901793859	114.844894040177	136.221583213506	48.6461918500557	0	0	0	0	214.563819029078	98.4792541680024	256.070669739998	25.960272589867	518.035368018927	130.125766688037	0	0	75.9419706038191	0	0	0	15.5312360789492	36.2518431944934	164.923180201162	28.6967984474956	386.625681238437	30.7006377766752	249.946584553235	704.63795619917	597.753238320953	59.021158450007	27.6172811386301	221.043883518888	2896.21046900013	264.596905468589	477.539380347135	305.425968940669	668.95243938822	571.630854607937	656.018790064559	125.493818589293	117.908185534504	216.815831086486	29.62236865764	0	124.511394071188	149.391618515213	573.92023368582	628.536073672808	553.206347274906	114.943566570514	576.782097662243	208.712540186282	1019.13573726644	69.9336241241378	133.582742572166	35.5720612920095	1072.71956442916	80.2429561791186	113.324251218975	18.3828046589223	304.910666608894	162.180788990739	68.1599588287587	137.161517137192	789.936330862854	195.125159591201
