superkingdom,phylum,genus,species,count,lineage
Archaea,Euryarchaeota,Methanobrevibacter,Methanobrevibacter smithii,9367,k__Archaea;p__Euryarchaeota;g__Methanobrevibacter;s__Methanobrevibacter smithii;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Lachnospiraceae bacterium OM04-12BH,2999,k__Bacteria;p__Firmicutes;g__unknown;s__Lachnospiraceae bacterium OM04-12BH;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Lachnospiraceae bacterium UBA7598,1234,k__Bacteria;p__Firmicutes;g__unknown;s__Lachnospiraceae bacterium UBA7598;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Lachnospiraceae bacterium,10585,k__Bacteria;p__Firmicutes;g__unknown;s__Lachnospiraceae bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Ruminococcaceae bacterium AM07-15,1428,k__Bacteria;p__Firmicutes;g__unknown;s__Ruminococcaceae bacterium AM07-15;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Ruminococcaceae bacterium D16,1238,k__Bacteria;p__Firmicutes;g__unknown;s__Ruminococcaceae bacterium D16;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Ruminococcaceae bacterium D5,358,k__Bacteria;p__Firmicutes;g__unknown;s__Ruminococcaceae bacterium D5;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Ruminococcaceae bacterium,14641,k__Bacteria;p__Firmicutes;g__unknown;s__Ruminococcaceae bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,uncultured Clostridiales bacterium,110496,k__Bacteria;p__Firmicutes;g__unknown;s__uncultured Clostridiales bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,uncultured Erysipelotrichaceae bacterium,5906,k__Bacteria;p__Firmicutes;g__unknown;s__uncultured Erysipelotrichaceae bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,uncultured Lachnospiraceae bacterium,21183,k__Bacteria;p__Firmicutes;g__unknown;s__uncultured Lachnospiraceae bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,uncultured Ruminococcaceae bacterium,28098,k__Bacteria;p__Firmicutes;g__unknown;s__uncultured Ruminococcaceae bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Lentisphaerae,unknown_Lentisphaerae,Lentisphaeria bacterium,925,k__Bacteria;p__Lentisphaerae;g__unknown;s__Lentisphaeria bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Lentisphaerae,unknown_Lentisphaerae,Victivallales bacterium CCUG 44730,996,k__Bacteria;p__Lentisphaerae;g__unknown;s__Victivallales bacterium CCUG 44730;x__unknown;y__unknown;z__unknown
Bacteria,Proteobacteria,Acetobacter,unknown_Acetobacter,5111,k__Bacteria;p__Proteobacteria;g__Acetobacter;s__unknown;x__unknown;y__unknown;z__46_36
Bacteria,Proteobacteria,Acinetobacter,unknown_Acinetobacter,1982,k__Bacteria;p__Proteobacteria;g__Acinetobacter;s__unknown;x__unknown;y__unknown;z__N54.MGS-139
Bacteria,Proteobacteria,Bilophila,Bilophila wadsworthia,4423,k__Bacteria;p__Proteobacteria;g__Bilophila;s__Bilophila wadsworthia;x__unknown;y__unknown;z__Bilophila wadsworthia ATCC 49260
Bacteria,Proteobacteria,Desulfovibrio,Desulfovibrio desulfuricans,706,k__Bacteria;p__Proteobacteria;g__Desulfovibrio;s__Desulfovibrio desulfuricans;x__unknown;y__unknown;z__Desulfovibrio desulfuricans ATCC 27774
Bacteria,Proteobacteria,Desulfovibrio,Desulfovibrio fairfieldensis,424,k__Bacteria;p__Proteobacteria;g__Desulfovibrio;s__Desulfovibrio fairfieldensis;x__unknown;y__unknown;z__unknown
Bacteria,Proteobacteria,Desulfovibrio,uncultured Desulfovibrio sp.,923,k__Bacteria;p__Proteobacteria;g__Desulfovibrio;s__uncultured Desulfovibrio sp.;x__unknown;y__unknown;z__unknown
Bacteria,Proteobacteria,Escherichia,Escherichia coli,1872,k__Bacteria;p__Proteobacteria;g__Escherichia;s__Escherichia coli;x__unknown;y__unknown;z__unknown
Bacteria,Proteobacteria,Klebsiella,Klebsiella oxytoca,717,k__Bacteria;p__Proteobacteria;g__Klebsiella;s__Klebsiella oxytoca;x__unknown;y__unknown;z__unknown
Bacteria,Proteobacteria,Oxalobacter,Oxalobacter formigenes,448,k__Bacteria;p__Proteobacteria;g__Oxalobacter;s__Oxalobacter formigenes;x__unknown;y__unknown;z__Oxalobacter formigenes HOxBLS
Bacteria,Proteobacteria,Parasutterella,Parasutterella excrementihominis,4215,k__Bacteria;p__Proteobacteria;g__Parasutterella;s__Parasutterella excrementihominis;x__unknown;y__unknown;z__Parasutterella excrementihominis YIT 11859
Bacteria,Proteobacteria,Sutterella,Sutterella wadsworthensis,4285,k__Bacteria;p__Proteobacteria;g__Sutterella;s__Sutterella wadsworthensis;x__unknown;y__unknown;z__Sutterella wadsworthensis 3_1_45B
Bacteria,Proteobacteria,Sutterella,uncultured Sutterella sp.,4557,k__Bacteria;p__Proteobacteria;g__Sutterella;s__uncultured Sutterella sp.;x__unknown;y__unknown;z__unknown
Bacteria,Proteobacteria,unknown_Proteobacteria,Proteobacteria bacterium CAG:495,755,k__Bacteria;p__Proteobacteria;g__unknown;s__Proteobacteria bacterium CAG:495;x__unknown;y__unknown;z__unknown
Bacteria,Proteobacteria,unknown_Proteobacteria,uncultured Rhodospirillaceae bacterium,1206,k__Bacteria;p__Proteobacteria;g__unknown;s__uncultured Rhodospirillaceae bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Tenericutes,Mycoplasma,unknown_Mycoplasma,580,k__Bacteria;p__Tenericutes;g__Mycoplasma;s__unknown;x__unknown;y__unknown;z__CAG:877
Bacteria,Tenericutes,unknown_Tenericutes,Acholeplasmatales bacterium,3913,k__Bacteria;p__Tenericutes;g__unknown;s__Acholeplasmatales bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Tenericutes,unknown_Tenericutes,uncultured Mollicutes bacterium,506,k__Bacteria;p__Tenericutes;g__unknown;s__uncultured Mollicutes bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Tenericutes,unknown_Tenericutes,uncultured Tenericutes bacterium,441,k__Bacteria;p__Tenericutes;g__unknown;s__uncultured Tenericutes bacterium;x__unknown;y__unknown;z__unknown
Bacteria,unknown_Bacteria,unknown_unknown,bacterium LF-3,6966,k__Bacteria;p__unknown;g__unknown;s__bacterium LF-3;x__unknown;y__unknown;z__unknown
Bacteria,unknown_Bacteria,unknown_unknown,bacterium,2974,k__Bacteria;p__unknown;g__unknown;s__bacterium;x__unknown;y__unknown;z__unknown
Bacteria,unknown_Bacteria,unknown_unknown,uncultured bacterium,4004,k__Bacteria;p__unknown;g__unknown;s__uncultured bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Verrucomicrobia,Akkermansia,Akkermansia muciniphila,37651,k__Bacteria;p__Verrucomicrobia;g__Akkermansia;s__Akkermansia muciniphila;x__unknown;y__unknown;z__unknown
Eukaryota,unknown_Eukaryota,Blastocystis,Blastocystis hominis,549,k__Eukaryota;p__unknown;g__Blastocystis;s__Blastocystis hominis;x__unknown;y__unknown;z__unknown
Eukaryota,unknown_Eukaryota,Blastocystis,unknown_Blastocystis,3726,k__Eukaryota;p__unknown;g__Blastocystis;s__unknown;x__unknown;y__unknown;z__subtype 6
Viruses,unknown_Viruses,unknown_unknown,Faecalibacterium phage FP_Taranis,296,k__Viruses;p__unknown;g__unknown;s__Faecalibacterium phage FP_Taranis;x__unknown;y__unknown;z__unknown
Viruses,unknown_Viruses,unknown_unknown,Faecalibacterium phage FP_Toutatis,412,k__Viruses;p__unknown;g__unknown;s__Faecalibacterium phage FP_Toutatis;x__unknown;y__unknown;z__unknown
unassigned,unassigned,unassigned,unassigned,617629,unassigned
