superkingdom	phylum	class	order	family	genus	species	Zymo_6300_ONT_MONT	Zymo_6300_ONT_ONT	Zymo_6300_ONT_PB	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6300	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6300	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6300	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6300
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus entomophilus	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	5	0	2	5	0	2	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	1	3	2	0	1	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus agilis	0	0	0	20.1067590959834	0	15.0107247526664	10.0113598621523	0	0	11.0166427813006	0	23.0331693319306	8	4	5	20	7	16	19	7	13	14.9711674490516	3.91455342605698	13.1272655276863
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66640835486979	0.301119494312075	6.10570489659826
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus animalis	0	0	0	29.0179010767101	27.2390834078309	38.4038487746616	21.0237932347474	17.0174408844176	12.006365225508	28.0422361328465	10.0118025389669	48.0683325524694	30	27	38	31	29	39	30	27	38	9.47155491674695	9.03358482936225	12.5166950380264
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus coleohominis	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	4	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus coryniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	6	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	0	0	0	0	0	0	0	0	0	0	0	25.0253510705565	3	2	6	5	3	7	3	2	6	7.02728268016709	2.71007544880868	7.93741636557774
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus curtus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1940785027322	2.71007544880868	3.96870818278887
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gallinarum	0	0	0	22.0135800953739	19.0652504641264	0	0	0	0	0	0	0	7	10	1	7	10	1	7	10	1	4.58301044358724	5.11903140330528	3.05285244829913
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	9	5	9	2	1	1	5.49961253230468	4.21567292036905	5.49513440693844
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kitasatonis	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	6	3	4	6	3	4	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus malefermentans	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus nenjiangensis	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	1	1	2	1	13.4434973011892	6.92574836917773	10.684983569047
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	2	1	0	2	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rogosae	0	0	0	20.9692776971853	10.162741069871	23.0922721126196	0	0	0	0	0	15.0464338785405	6	6	8	6	6	8	6	6	8	7.33281670973958	4.21567292036905	7.93741636557774
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus salivarius	0	0	0	0	12.0113194866141	12.0087186184594	0	0	0	0	0	12.0170831164989	3	3	7	6	12	12	6	12	12	4.27747641401475	8.73246533505018	7.63213112074783
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus suebicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.94388476888454	4.21567292036905	5.49513440693844
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	1840000	1840000	1840000	70006.2440051875	35294.0993013701	55281.3755467581	33292.9446788386	28090.2255726734	38195.8013559403	28823.4386159903	43834.5691659344	23610.2451636415	26536	13180	21201	69803	35168	55113	69726	35123	55050	41807.443402521	20774.5350320844	32786.7194389982
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus	0	0	0	354.27754872649	241.08961307023	353.350813038251	258.378904998524	204.429929671361	87.0066305599756	216.378687205846	126.042473014849	384.546659485952	331	232	331	340	235	334	334	233	331	113.658659000963	73.1720371178342	108.070976669789
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	14	16	0	0	1	9.16602088717447	9.6358238179864	10.684983569047
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	8	6	10	1	0	2	6.41621462102213	5.72127039192943	6.71627538625809
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus himalayensis	0	0	0	0	0	0	0	0	0	0	0	0	6	8	9	6	8	9	6	8	9	4.58301044358724	5.11903140330528	6.41099014142817
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1940785027322	6.0223898862415	5.18984916210852
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5549528280295	11.1414212895468	13.4325507725162
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	2	2	1	1	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	1	3	1	0	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter	Catabacter hongkongensis	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	1	2	1	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	2	5	2	2	5	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella sp. Marseille-P3954	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	2	4	3	2	4	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus faecihominis	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	5	3	3	5	3	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	3	0	4	3	0	4	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	9	3	5	9	3	5	5.1940785027322	1.80671696587245	3.05285244829913
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saudiense	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	3	5	2	3	5	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. BNL1100	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	3	1	0	3	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sporogenes	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	11	7	12	1	0	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella effluvii	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	1	1	2	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	0	0	0	0	0	0	0	0	0	0	0	0	12	11	9	14	14	10	12	11	9	6.11068059144965	6.0223898862415	4.5792786724487
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella xylanolytica	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	6	1	2	6	1	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lactonifactor	Lactonifactor longoviformis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	5	1	0	5	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Emergencia	Emergencia timonensis	0	0	0	19.0072860657515	24.0226389731212	27.8671360505672	25.0288675772641	16.016464983103	0	24.0362024069055	0	35.0498256813332	2	6	8	2	6	8	2	6	8	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Ihubacter	Ihubacter massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	14	17	16	14	17	16	14	17	16	5.80514656187716	5.72127039192943	5.80041965176835
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	unassigned	[Eubacterium] brachy	0	0	0	21.0174050745383	20.0188658111305	25.1707582267059	22.0243839481851	14.0143130482222	0	23.034693958944	21.0184681047757	25.0356983684482	28	23	34	30	26	35	28	23	34	10.0826229758919	9.03358482936225	12.5166950380264
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium coprostanoligenes	0	0	0	16.9560574157144	0	11.0078648188708	0	0	0	0	0	0	16	10	15	17	10	15	17	10	15	5.80514656187716	3.01119494312075	4.88456391727861
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium oxidoreducens	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	1	2	0	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ramulus	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	3	3	1	3	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum	0	0	0	0	0	0	0	0	0	0	0	0	7	5	5	7	5	5	7	5	5	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium xylanophilum	0	0	0	0	0	0	0	0	0	0	0	11.0156595185495	9	8	8	9	8	8	9	8	8	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium alkalicellulosi	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	2	3	1	2	3	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium cellulolyticum	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	5	4	4	4	3	3	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium clariflavum	0	0	0	0	0	0	0	0	0	0	0	18.028293663194	0	1	1	0	1	2	0	1	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii	0	0	0	45.2358278039454	33.9020300582355	48.0343201086436	19.8062327599511	25.0256483594377	12.0063647496487	29.0439619498313	17.0149503706647	54.0768740001524	36	30	41	48	34	51	47	34	51	24.7482563953711	16.8626916814762	25.3386753208828
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	Anaerocolumna aminovalerica	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	3	1	1	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes butyraticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	4	0	0	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	0	0	0	58.1701327267405	43.7299840375915	60.9761687823522	30.0858444122151	26.4155933996746	0	23.2028353746209	17.0152970035626	38.7732047403238	42	31	46	56	40	59	56	39	59	41.2470939922851	27.1007544880868	37.2447998692494
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum aminivorans	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	2	2	1	2	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum faecicola	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	1	4	1	1	4	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum lactatifermentans	0	0	0	0	0	15.010724765853	0	0	0	0	0	13.0185067037404	5	9	15	5	9	15	5	9	15	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia caecimuris	0	0	0	0	0	18.0215647283549	0	0	0	0	0	13.055864798706	11	6	18	11	6	18	11	6	18	3.36087432529731	1.80671696587245	5.80041965176835
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia coccoides	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	19	11	21	4	0	3	10.0826229758919	6.62462887486565	11.6008393035367
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia faecis	0	0	0	103.471405682103	64.1012649761649	81.9668682399158	59.1846659227331	50.8726449207269	22.1951186481161	54.7336228048309	33.0288175693465	92.0927908071095	86	51	73	88	51	74	87	51	73	30.8589369868207	16.5615721871641	27.1703867898623
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia glucerasea	0	0	0	101.005884843775	85.9590977226971	99.5538346135094	89.903522192978	61.4427293493621	22.7430387341823	75.7057662309053	45.359077722907	134.552505846566	108	89	113	111	89	116	109	89	114	40.9415599627126	30.1119494312075	43.9610752555075
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	0	0	0	23.3682657708589	18.0140812722654	27.0249791894831	20.0121389121279	17.0254793476843	0	17.0389240595745	0	21.3672986369877	12	9	22	38	29	46	12	9	23	13.1379632716167	10.8403017952347	15.2642622414957
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hominis	0	0	0	0	11.4139262840783	16.5821411263884	0	0	0	0	0	11.286485688253	0	2	3	0	2	3	0	2	3	5.80514656187716	6.92574836917773	10.9902688138769
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	2	1	1	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia luti	0	0	0	44.7111680074878	26.098171487257	32.0753251081087	23.5562378135728	26.3768290658438	273.466739489425	30.9072606704928	14.551499853537	30.5618356509605	74	49	82	81	55	91	75	49	82	26.581460572806	16.8626916814762	29.3073835036717
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	2	4	1	2	4	3.66640835486979	5.42015089761735	7.63213112074783
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum	0	0	0	22.6751571082053	15.0141490991956	20.2477376511874	0	0	0	13.5235521876042	0	18.4416861889521	22	14	20	24	14	26	22	14	20	8.86048685760199	4.21567292036905	9.15855734489739
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta	0	0	0	45.8813933360147	32.6808253144523	47.8049307215329	30.0326146281936	28.647343978032	27.7571558883072	35.6439456757689	18.049505366246	56.7809431166663	15	13	18	21	15	28	15	13	18	38.4972877261328	25.5951570165264	43.3505047658477
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia schinkii	0	0	0	31.0245032771159	21.9987456817201	52.7238899418841	26.4264096728707	23.0626319313824	0	0	0	47.4203995703008	35	22	53	35	22	53	35	22	53	11.3047590941818	7.2268678634898	17.706544200135
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. N6H1-15	0	0	0	29.8677433024827	24.3631589280977	35.433550231365	30.8345991757533	17.3535499698287	0	12.6929226300531	16.8568971836172	46.3114782525618	23	22	32	23	23	32	23	22	32	10.9992250646094	11.4425407838589	14.043121262176
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. SC05B48	0	0	0	211.046879439612	177.636128384707	253.058615293014	127.301137092496	113.186142239255	58.1122871958914	134.120325442151	85.2385300305668	253.9029998802	242	197	260	244	199	267	244	199	266	96.8542873744769	74.9787540837067	119.366530728496
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. YL58	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	2	2	0	2	18.9431098334939	14.7548552212917	13.4325507725162
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia stercoris	0	0	0	18.893250871732	12.982957701438	17.286997479766	14.6342833218348	0	0	0	0	18.4725746145086	5	7	7	5	7	7	5	7	7	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia wexlerae	0	0	0	189.166080512326	150.200446598105	227.865947585735	128.252059245834	124.567333761144	157.708770623577	118.0332746861	61.9645703187364	195.727902464279	159	128	181	162	131	186	161	128	181	55.6071933821918	40.6511317321301	61.0570489659826
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio crossotus	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	2	3	5	2	2	5	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus eutactus	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	2	3	2	1	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	Cuneatibacter caecimuris	0	0	0	15.3437616324886	0	21.0347208911188	0	0	0	0	0	17.0224805861563	13	11	24	13	11	24	13	11	24	4.58301044358724	3.31231443743283	8.24270161040765
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	4	7	5	4	7	5	4	7	5	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena	0	0	0	42.0476226084395	39.2808743032777	40.0282478843777	36.0408236433402	33.2316580026111	13.0074097901645	29.0083671554075	16.014070893618	49.0697266462825	37	34	31	40	36	32	37	36	32	14.0545653603342	11.7436602781709	11.2955540587068
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Eisenbergiella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	7	7	14	7	7	14	7	7	14	3.05534029572482	3.6134339317449	5.18984916210852
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Eisenbergiella tayi	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	0	0	0	27.0131471239994	34.1251477485782	31.0446489832331	0	23.6180866956161	25.0171137396912	30.7180493939686	0	43.0386586601089	8	5	6	9	8	9	8	5	6	9.47155491674695	10.2380628066106	7.93741636557774
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster citroniae	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	2	1	1	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	2	3	1	0	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	Faecalicatena contorta	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	6	7	6	6	6	6	3.97194238444227	4.21567292036905	4.88456391727861
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	Faecalicatena fissicatena	0	0	0	0	0	0	0	0	0	0	0	0	11	8	15	11	8	15	11	8	15	7.94388476888454	5.11903140330528	10.0744130793871
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	4	6	12	1	4	4	2.13873820700738	2.71007544880868	5.80041965176835
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalimonas	Faecalimonas umbilicata	0	0	0	38.4701981249518	20.0294561778374	43.7375211830578	28.4233924429397	21.5053100714815	42.2095418041986	31.5534388780233	0	34.9225789463172	32	24	35	32	24	35	32	24	35	12.2213611828993	8.4313458407381	13.4325507725162
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Frisingicoccus	Frisingicoccus caecimuris	0	0	0	17.0014700641727	10.3353790392355	11.0078839075878	0	0	0	0	0	12.1122516766031	15	9	9	15	9	9	15	9	9	5.1940785027322	3.01119494312075	2.74756720346922
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	0	0	0	59.6821687983149	50.0532508233334	60.6714793309165	43.560313384932	37.0152579675011	19.0797160418171	33.9533992600304	23.0230181687866	54.064325249877	62	45	58	63	47	58	63	45	58	22.6095181883637	16.8626916814762	20.4541114036042
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] polysaccharolyticum	0	0	0	0	0	0	0	0	17.0090192193159	0	0	0	2	1	2	3	1	2	2	1	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] populeti	0	0	0	0	0	0	0	0	15.4588800007836	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium pacaense	0	0	0	0	0	0	0	0	0	0	0	0	8	3	10	8	3	10	8	3	10	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp. YL32	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	2	4	4	2	4	4	3.66640835486979	5.11903140330528	4.88456391727861
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	0	0	0	43.3570255371402	42.2015479015281	43.3385369708789	24.0226081228826	23.0001204477065	20.342552351327	36.0883296564241	16.0140706815207	47.4085208132904	35	36	37	52	44	50	47	40	42	38.8028217557053	23.1862010620298	36.0236588899297
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira multipara	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	13	7	16	2	0	3	3.97194238444227	2.10783646018452	4.88456391727861
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora algidixylanolytica	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	2	2	1	2	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora amygdalina	0	0	0	0	0	0	0	0	0	0	0	0	8	6	12	8	6	12	8	6	12	3.97194238444227	2.10783646018452	4.5792786724487
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora indolis	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5	2	0	5	2	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora saccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	11	5	4	12	6	7	11	5	4	10.3881570054644	6.0223898862415	7.32684587591791
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora sphenoides	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	7	1	3	1	0	3	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora xylanolytica	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	10	5	4	4	3	2	0	0	0
